ID,ImageID,OTUID,Assemblage,CSize,B1a_raw,B2a_raw,B3a_raw,L1a_raw,L2a_raw,L3a_raw,L4a_raw,Pp_raw,B2p_raw,B3p_raw,L2p_raw,L3p_raw,L4p_raw,B1a_cor,B2a_cor,B3a_cor,L1a_cor,L2a_cor,L3a_cor,L4a_cor,Pp_cor,B2p_cor,B3p_cor,L2p_cor,L3p_cor,L4p_cor
1016,3579,986,Prokhladny,2440,81,74,57,99,101,86,90,95,93,96,99,95,93,86.47,78.63,58.63,97.96,101.97,89.01,86.6,96.87,94.54,101.99,100.05,98.3,94.56
1015,3588,986,Prokhladny,2425,77,69,83,73,74,84,79,109,74,85,82,88,92,82.92,74.01,84.76,71.87,75.05,87.25,75.32,111.02,75.66,91.48,83.14,91.57,93.69
1014,3584,986,Prokhladny,2509,87,83,76,73,80,80,75,88,98,88,90,88,96,90.43,85.9,77.02,72.35,80.61,81.89,72.87,89.17,98.96,91.76,90.66,90.07,96.98
1013,3593,986,Prokhladny,2395,80,79,69,82,90,90,86,94,92,88,89,100,87,86.8,84.76,71.03,80.7,91.21,93.74,81.77,96.32,93.91,95.45,90.31,104.1,88.94
1012,3578,986,Prokhladny,2434,90,82,98,85,88,98,82,108,86,91,95,99,111,95.65,86.78,99.68,83.92,89.0,101.11,78.48,109.93,87.59,97.19,96.09,102.41,112.61
1011,3587,986,Prokhladny,2328,71,68,74,79,83,70,69,81,76,75,90,88,90,79.78,75.43,76.62,77.32,84.56,74.83,63.53,84.0,78.47,84.62,91.69,93.3,92.5
1010,3583,986,Prokhladny,2378,85,77,71,82,82,73,82,98,95,79,87,88,89,92.31,83.18,73.18,80.61,83.29,77.02,77.45,100.5,97.05,87.0,88.41,92.41,91.08
1009,3592,986,Prokhladny,2471,87,86,68,77,75,85,72,93,92,82,80,92,103,91.55,89.85,69.36,76.13,75.81,87.51,69.17,94.56,93.28,86.99,80.88,94.75,104.3
1008,3577,986,Prokhladny,2472,99,114,82,97,99,105,79,100,101,100,99,96,100,103.53,117.83,83.35,96.14,99.8,107.49,76.18,101.55,102.27,104.96,99.87,98.73,101.29
1007,3586,986,Prokhladny,2202,71,77,63,83,84,82,93,85,88,75,81,82,82,83.51,87.59,66.73,80.61,86.22,88.88,85.22,89.27,91.51,88.71,83.41,89.55,85.56
1006,3595,986,Prokhladny,2625,76,73,69,80,84,81,76,90,80,93,82,88,80,76.0,73.0,69.0,80.0,84.0,81.0,76.0,90.0,80.0,93.0,82.0,88.0,80.0
1005,3581,986,Prokhladny,2428,85,72,74,82,87,84,81,92,85,82,77,88,82,90.83,76.93,75.74,80.89,88.03,87.21,77.37,93.99,86.64,88.38,78.12,91.51,83.66
1004,3591,986,Prokhladny,2324,78,67,69,84,83,83,78,95,92,85,89,89,81,86.9,74.53,71.65,82.3,84.58,87.9,72.46,98.04,94.5,94.75,90.71,94.37,83.54
1003,4217,1011,Poeymau BS,1989,73,68,72,73,71,74,78,65,51,45,47,50,46,79.9,74.86,82.2,77.69,76.5,79.71,84.5,71.73,56.3,49.35,51.65,53.96,51.1
1002,4202,1011,Poeymau BS,1886,67,53,63,62,67,70,70,52,39,41,40,44,40,80.95,66.85,83.6,71.47,78.12,81.54,83.14,65.58,49.7,49.79,49.4,52.0,50.29
1001,4213,1011,Poeymau BS,1822,47,52,48,60,64,62,60,58,41,43,44,48,43,65.32,70.19,75.07,72.44,78.61,77.16,77.26,75.85,55.06,54.54,56.34,58.51,56.52
1000,4208,1011,Poeymau BS,2085,80,84,89,80,90,87,74,75,55,51,55,59,58,80.34,84.34,89.5,80.23,90.27,87.28,74.32,75.33,55.26,51.22,55.23,59.2,58.25
999,4216,1011,Poeymau BS,1831,58,58,59,70,71,68,75,52,39,41,35,36,46,75.71,75.58,85.16,82.03,85.12,82.65,91.68,69.25,52.59,52.16,46.93,46.16,59.07
998,4201,1011,Poeymau BS,1945,67,59,57,71,72,70,72,69,54,47,53,55,67,76.91,68.84,71.64,77.73,79.9,78.2,81.34,78.66,61.61,53.25,59.68,60.69,74.32
997,4212,1011,Poeymau BS,1979,74,76,75,65,64,77,75,61,54,51,47,48,53,81.59,83.54,86.21,70.15,70.05,83.28,82.15,68.39,59.82,55.78,52.11,52.35,58.6
996,4219,1011,Poeymau BS,2065,64,63,70,66,62,69,74,63,54,55,40,46,48,65.71,64.7,72.52,67.16,63.36,70.41,75.61,64.66,55.31,56.08,41.15,46.98,49.26
995,4206,1011,Poeymau BS,2052,65,57,73,69,70,81,70,81,52,45,50,48,53,67.6,59.58,76.84,70.76,72.07,83.15,72.45,83.53,53.99,46.64,51.75,49.49,54.92
994,4215,1011,Poeymau BS,2026,73,73,73,77,80,79,84,64,49,56,51,52,58,77.38,77.34,79.46,79.97,83.49,82.62,88.12,68.26,52.36,58.76,53.95,54.51,61.23
993,4211,1011,Poeymau BS,1938,58,63,75,69,70,65,67,64,50,45,45,49,45,68.39,73.32,90.35,76.06,78.28,73.6,76.79,74.12,57.97,51.55,52.0,54.96,52.67
992,4218,1011,Poeymau BS,2090,78,77,87,82,95,81,102,70,53,49,62,53,60,78.0,77.0,87.0,82.0,95.0,81.0,102.0,70.0,53.0,49.0,62.0,53.0,60.0
991,4205,1011,Poeymau BS,2064,74,74,81,81,79,83,86,73,61,61,54,63,66,75.78,75.77,83.63,82.21,80.42,84.47,87.67,74.73,62.36,62.12,55.2,64.02,67.31
990,4214,1011,Poeymau BS,1922,79,83,76,81,82,89,80,69,60,52,60,61,60,90.48,94.4,92.97,88.8,91.16,98.5,90.82,80.19,68.81,59.24,67.74,67.59,68.48
989,4210,1011,Poeymau BS,1974,64,59,82,75,70,72,53,72,51,64,58,49,56,71.93,66.87,93.72,80.39,76.32,78.56,60.47,79.72,57.09,69.0,63.34,53.55,61.85
988,3811,1003,Pisede IV&V,2120,75,66,76,74,83,89,89,69,58,58,59,63,69,86.06,73.17,85.69,79.81,90.42,98.15,98.71,74.56,64.22,66.32,62.5,71.1,73.78
987,3819,1003,Pisede IV&V,2077,53,48,54,64,65,56,65,58,53,55,60,48,64,67.22,57.22,66.45,71.47,74.53,67.76,77.48,65.15,60.99,65.69,64.49,58.4,70.14
986,3830,1003,Pisede IV&V,2064,59,45,53,56,67,61,65,61,47,42,32,31,43,74.17,54.84,66.28,63.97,77.17,73.55,78.32,68.62,55.53,53.41,36.79,42.1,49.55
985,3806,1003,Pisede IV&V,1954,62,55,59,47,54,48,61,80,54,49,56,45,55,85.23,70.06,79.34,59.21,69.58,67.22,81.39,91.68,67.06,66.47,63.34,62.0,65.03
984,3815,1003,Pisede IV&V,2072,48,52,57,52,53,46,54,53,45,47,49,44,45,62.58,61.46,69.77,59.66,62.78,58.06,66.8,60.33,53.2,57.97,53.61,54.67,51.3
983,3822,1003,Pisede IV&V,2269,75,63,62,71,93,77,82,72,53,58,60,64,52,75.15,63.1,62.13,71.08,93.1,77.12,82.13,72.07,53.08,58.11,60.05,64.11,52.06
982,3835,1003,Pisede IV&V,1934,45,48,51,48,53,55,61,52,52,44,44,44,38,69.69,64.01,72.63,60.98,69.56,75.43,82.68,64.41,65.89,62.57,51.8,62.07,48.66
981,3810,1003,Pisede IV&V,1996,53,57,46,56,56,59,50,61,40,49,57,54,45,73.15,70.07,63.65,66.59,69.51,75.67,67.69,71.13,51.33,64.15,63.37,68.75,53.7
980,3818,1003,Pisede IV&V,2003,55,55,62,64,70,64,64,60,47,40,59,57,56,74.64,67.73,79.2,74.32,83.17,80.25,81.24,69.87,58.04,54.77,65.21,71.37,64.48
979,3829,1003,Pisede IV&V,2271,62,60,66,66,62,74,73,63,57,61,48,57,45,62.0,60.0,66.0,66.0,62.0,74.0,73.0,63.0,57.0,61.0,48.0,57.0,45.0
978,3805,1003,Pisede IV&V,2160,71,68,79,53,72,66,74,73,46,49,57,65,56,79.13,73.27,86.12,57.27,77.45,72.73,81.14,77.09,50.57,55.12,59.57,70.95,59.51
977,3814,1003,Pisede IV&V,1785,45,44,46,49,46,44,45,44,42,43,39,44,45,80.61,67.09,77.19,67.71,69.88,73.46,76.27,61.9,62.02,69.78,50.26,70.06,60.38
976,3821,1003,Pisede IV&V,2052,55,53,60,51,54,55,60,52,49,53,54,50,63,71.05,63.41,74.05,59.43,64.76,68.28,74.09,60.07,58.02,65.07,59.07,61.74,69.93
975,3834,1003,Pisede IV&V,2228,79,65,88,74,59,74,72,68,57,82,49,66,69,82.15,67.04,90.76,75.66,61.11,76.61,74.77,69.58,58.77,84.37,50.0,68.31,70.36
974,3809,1003,Pisede IV&V,2042,49,53,64,50,45,43,59,57,49,49,55,48,50,65.78,63.88,78.7,58.82,56.25,56.88,73.73,65.43,58.44,61.62,60.3,60.28,57.25
973,3817,1003,Pisede IV&V,1856,35,53,46,63,61,62,58,53,34,32,48,44,48,65.41,72.72,72.63,78.98,81.39,87.16,84.7,68.28,51.1,54.87,57.61,66.26,61.13
972,3825,1003,Pisede IV&V,2236,74,57,77,61,58,67,66,62,67,56,54,56,54,76.56,58.66,79.25,62.35,59.72,69.12,68.25,63.29,68.44,57.93,54.81,57.88,55.11
971,3837,1003,Pisede IV&V,2227,66,71,67,68,62,69,75,75,65,70,66,71,62,69.22,73.09,69.82,69.69,64.16,71.67,77.83,76.62,66.81,72.42,67.02,73.36,63.39
970,3813,1003,Pisede IV&V,2061,44,51,57,61,60,60,71,54,44,60,52,48,51,59.39,60.98,70.48,69.09,70.32,72.73,84.51,61.73,52.65,71.57,56.86,59.26,57.65
969,3820,1003,Pisede IV&V,2099,59,72,62,69,81,74,78,68,49,54,52,44,53,71.6,80.17,73.04,75.62,89.45,84.43,89.07,74.33,56.09,63.48,55.98,53.22,58.44
968,3833,1003,Pisede IV&V,1963,44,46,47,56,50,59,65,55,45,50,47,38,47,66.57,60.63,66.77,67.86,65.13,77.67,84.82,66.34,57.69,66.97,54.13,54.52,56.75
967,3808,1003,Pisede IV&V,1929,54,46,55,48,48,49,44,62,49,49,48,46,45,79.06,62.25,76.95,61.17,64.8,69.73,66.0,74.6,63.09,67.85,55.92,64.34,55.82
966,3816,1003,Pisede IV&V,1976,44,44,57,69,61,64,59,57,49,50,50,39,48,65.62,58.02,75.93,80.36,75.5,81.88,77.98,67.87,61.15,66.26,56.83,54.82,57.34
965,3823,1003,Pisede IV&V,2089,42,69,68,55,61,66,57,58,57,53,44,45,46,55.34,77.65,79.68,62.01,69.94,77.03,68.71,64.7,64.5,63.03,48.22,54.76,51.76
964,3836,1003,Pisede IV&V,1895,40,45,51,53,51,44,46,59,42,48,50,37,40,67.55,62.87,75.13,67.48,69.48,66.79,70.19,72.85,57.49,68.72,58.71,57.16,51.9
963,3771,665,Pisede III,2252,66,50,70,58,63,51,64,70,42,53,44,47,57,66.35,50.15,70.29,58.16,63.16,51.21,64.16,70.6,41.98,53.27,43.98,46.99,56.97
962,3785,665,Pisede III,1991,47,48,43,59,54,45,59,57,46,51,46,51,53,57.54,52.6,51.83,63.8,58.67,51.42,63.82,74.89,45.55,59.18,45.42,50.67,51.98
961,3777,665,Pisede III,2070,67,52,67,61,60,67,69,69,50,53,56,46,55,74.46,55.25,73.24,64.39,63.31,71.54,72.41,81.65,49.68,58.78,55.59,45.77,54.28
960,3799,665,Pisede III,2056,70,72,68,82,67,77,71,72,73,63,49,53,60,78.0,75.49,74.7,85.64,70.55,81.88,74.66,85.58,72.66,69.21,48.56,52.75,59.23
959,3783,665,Pisede III,2261,74,82,72,62,68,73,74,84,53,65,58,56,56,74.0,82.0,72.0,62.0,68.0,73.0,74.0,84.0,53.0,65.0,58.0,56.0,56.0
958,3776,665,Pisede III,2131,55,54,66,63,60,55,60,65,48,51,50,62,52,60.08,56.22,70.25,65.31,62.25,58.09,62.32,73.61,47.78,54.94,49.72,61.84,51.51
957,3796,665,Pisede III,1894,63,62,66,64,62,55,68,63,54,55,58,64,62,77.33,68.25,78.0,70.52,68.35,63.73,74.55,87.32,53.39,66.11,57.21,63.55,60.62
956,3781,665,Pisede III,2143,66,58,56,82,70,78,73,83,52,52,56,58,58,70.61,60.01,59.86,84.1,72.04,80.81,75.11,90.82,51.8,55.57,55.74,57.86,57.56
955,3802,665,Pisede III,2065,72,54,79,65,75,66,79,57,59,57,61,52,61,79.65,57.34,85.41,68.48,78.39,70.66,82.5,69.99,58.67,62.94,60.58,51.76,60.26
954,3772,665,Pisede III,2119,63,52,63,68,61,67,87,63,56,56,58,59,62,68.54,54.42,67.64,70.52,63.46,70.38,89.54,72.41,55.76,60.3,57.69,58.83,61.46
953,3793,665,Pisede III,2030,48,61,59,48,62,58,65,53,50,43,44,41,55,57.02,64.94,66.55,52.1,66.0,63.49,69.13,68.31,49.61,50.0,43.5,40.72,54.13
952,3778,665,Pisede III,2077,59,49,65,68,63,69,68,56,41,41,43,44,47,66.18,52.14,71.02,71.27,66.18,73.38,71.29,68.19,40.69,46.57,42.6,43.78,46.31
951,3801,665,Pisede III,1962,55,59,57,50,60,65,63,51,38,38,53,49,55,66.67,64.09,66.77,55.31,65.18,72.11,68.34,70.81,37.5,47.05,52.35,48.63,53.87
950,2404,749,Pilisszanto,1986,73,69,64,69,67,83,81,64,50,42,58,68,59,61.58,62.55,62.22,58.78,74.47,72.6,71.5,52.76,49.78,43.88,55.55,48.64,51.09
949,2416,749,Pilisszanto,2248,65,66,74,62,73,64,69,62,63,60,54,55,56,65.0,66.0,74.0,62.0,73.0,64.0,69.0,62.0,63.0,60.0,54.0,55.0,56.0
948,2409,749,Pilisszanto,2024,59,69,85,76,73,76,84,68,51,59,66,60,66,49.23,63.49,83.48,67.26,79.39,67.11,75.88,58.39,50.81,60.61,63.91,43.45,59.23
947,2392,749,Pilisszanto,1901,90,75,75,84,57,87,88,81,66,59,65,86,66,74.87,66.46,72.65,70.46,66.9,73.23,75.41,66.11,65.71,61.49,61.76,60.36,55.52
946,2415,749,Pilisszanto,1960,61,70,71,68,73,77,70,72,59,53,54,66,63,48.44,62.91,69.05,56.76,81.22,65.57,59.55,59.64,58.76,55.07,51.31,44.72,54.3
945,2405,749,Pilisszanto,1966,61,61,69,64,74,64,79,72,52,59,61,71,70,48.7,54.06,67.09,53.0,82.05,52.81,68.77,59.9,51.76,61.03,58.37,50.16,61.48
944,2391,749,Pilisszanto,2097,58,55,59,69,75,70,70,69,51,58,66,54,60,51.42,51.28,57.98,63.11,79.31,64.01,64.52,62.52,50.87,59.08,64.59,42.84,55.44
943,2414,749,Pilisszanto,2008,77,69,67,70,70,72,70,71,59,59,69,54,74,66.53,63.09,65.37,60.64,76.85,62.47,61.3,60.7,58.8,60.72,66.76,36.27,66.75
942,2398,749,Pilisszanto,2126,64,63,68,68,69,78,78,65,54,49,70,60,64,58.68,60.0,67.17,63.24,72.48,73.16,73.58,59.77,53.9,49.88,68.86,50.99,60.31
941,2410,749,Pilisszanto,2063,69,73,65,61,84,80,75,63,54,60,49,53,60,60.93,68.45,63.74,53.78,89.28,72.66,68.29,55.06,53.85,61.33,47.27,39.33,54.41
940,2339,922,Pesko brick red strata,2199,62,61,72,76,78,70,72,69,58,54,66,56,70,62.0,61.0,72.0,76.0,78.0,70.0,72.0,69.0,58.0,54.0,66.0,56.0,70.0
939,2359,922,Pesko brick red strata,1946,72,85,87,88,81,77,90,73,49,56,63,50,51,69.96,82.29,87.31,82.94,69.63,67.57,78.47,72.5,50.84,55.81,61.54,46.61,53.92
938,2379,922,Pesko brick red strata,1980,77,68,75,75,77,85,75,78,45,59,51,67,69,75.24,65.66,75.27,70.62,67.16,76.84,65.02,77.57,46.6,58.83,49.74,64.06,71.53
937,2388,922,Pesko brick red strata,1930,67,70,68,79,81,80,93,76,54,60,52,48,55,64.84,67.12,68.33,73.62,68.91,69.98,80.74,75.47,55.96,59.8,50.45,44.39,58.11
936,2352,922,Pesko brick red strata,1926,66,67,84,61,68,87,86,65,70,64,63,70,69,63.8,64.08,84.33,55.54,55.73,76.83,73.56,64.46,71.99,63.79,61.43,66.34,72.15
935,2365,922,Pesko brick red strata,2075,77,70,66,77,74,82,81,76,59,54,58,56,57,76.0,68.67,66.15,74.52,68.43,77.38,75.35,75.75,59.9,53.91,57.28,54.34,58.43
934,2382,922,Pesko brick red strata,2040,65,57,72,71,77,74,73,55,46,49,46,47,50,63.72,55.3,72.19,67.82,69.85,68.08,65.76,54.69,47.16,48.88,45.08,44.87,51.84
933,2337,922,Pesko brick red strata,2062,77,92,80,83,77,93,73,83,59,64,61,95,79,75.9,90.54,80.17,80.26,70.84,87.89,66.76,82.73,60.0,63.9,60.21,93.16,80.58
932,2358,922,Pesko brick red strata,2079,70,74,70,77,71,79,83,68,55,51,54,49,67,69.03,72.72,70.15,74.6,65.61,74.53,77.53,67.76,55.87,50.91,53.31,47.39,68.39
931,2378,922,Pesko brick red strata,2157,64,55,71,60,46,53,60,61,55,52,47,59,52,63.66,54.55,71.05,59.16,44.11,51.43,58.09,60.92,55.31,51.97,46.76,58.44,52.48
930,2386,922,Pesko brick red strata,1972,64,71,70,72,47,73,65,68,57,49,53,58,58,62.17,68.57,70.28,67.46,36.8,64.54,54.66,67.55,58.65,48.83,51.69,54.96,60.62
929,2348,922,Pesko brick red strata,2072,79,80,72,76,67,82,79,72,55,60,51,53,62,77.98,78.64,72.16,73.46,61.29,77.27,73.21,71.75,55.93,59.9,50.27,51.3,63.47
928,2361,922,Pesko brick red strata,1952,79,74,69,83,82,82,78,74,49,50,61,58,58,77.01,71.36,69.3,78.06,70.9,72.8,66.75,73.51,50.8,49.81,59.58,54.69,60.85
927,2381,922,Pesko brick red strata,2065,67,75,72,70,79,74,79,62,58,48,54,57,53,65.92,73.57,72.16,67.32,72.98,69.01,72.89,61.74,58.98,47.9,53.23,55.2,54.55
926,2327,922,Pesko brick red strata,2075,69,70,74,64,63,68,76,63,59,59,45,50,57,68.0,68.67,74.15,61.52,57.43,63.38,70.35,62.75,59.9,58.91,44.28,48.34,58.43
925,2357,922,Pesko brick red strata,1938,72,75,76,77,85,79,82,75,50,56,61,57,62,69.9,72.21,76.32,71.78,73.27,69.27,70.11,74.48,51.9,55.8,59.49,53.5,65.01
924,2374,922,Pesko brick red strata,1956,71,60,63,78,78,74,82,57,59,49,55,66,48,69.05,57.4,63.3,73.14,67.08,64.95,70.93,56.52,60.77,48.82,53.6,62.74,50.81
923,2385,922,Pesko brick red strata,2146,73,72,79,69,66,72,67,79,56,57,56,52,65,72.57,71.43,79.06,67.94,63.62,70.03,64.59,78.9,56.39,56.96,55.69,51.29,65.61
922,2345,922,Pesko brick red strata,1931,69,75,66,82,80,76,81,68,55,58,54,56,55,66.84,72.13,66.33,76.64,67.96,66.01,68.79,67.47,56.95,57.8,52.45,52.41,58.09
921,2360,922,Pesko brick red strata,1997,66,68,67,80,74,68,68,66,58,63,48,64,57,64.37,65.84,67.25,75.96,64.92,60.47,58.8,65.6,59.47,62.85,46.84,61.29,59.33
920,2380,922,Pesko brick red strata,1985,76,63,72,77,73,82,84,77,49,45,55,73,76,74.28,60.71,72.26,72.72,63.38,74.03,74.25,76.58,50.56,44.84,53.77,70.13,78.47
919,2390,922,Pesko brick red strata,2058,84,71,76,82,69,79,79,61,54,54,49,61,60,82.87,69.49,76.17,79.18,62.66,73.75,72.58,60.72,55.03,53.89,48.19,59.11,61.63
918,2324,922,Pesko brick red strata,1998,62,73,71,76,73,74,72,66,58,57,41,49,46,60.38,70.85,71.25,71.98,63.97,66.51,62.84,65.6,59.46,56.85,39.84,46.3,48.32
917,2355,922,Pesko brick red strata,1876,84,70,69,72,86,90,88,74,58,51,54,67,68,81.4,66.55,69.39,65.55,71.48,77.96,73.28,73.36,60.35,50.76,52.14,62.67,71.73
916,2371,922,Pesko brick red strata,2044,66,76,63,68,81,80,79,64,51,55,55,55,45,64.75,74.34,63.19,64.9,74.03,74.22,71.94,63.69,52.13,54.88,54.11,52.92,46.79
915,2383,922,Pesko brick red strata,1870,62,66,73,72,72,70,71,59,51,53,55,55,54,59.35,62.48,73.4,65.43,57.21,57.74,56.01,58.35,53.4,52.75,53.1,50.59,57.8
914,1981,266,Ossom's Eyrie Cave,2276,70,57,63,74,79,80,70,73,50,58,58,57,51,72.52,58.68,64.91,75.4,80.88,82.49,72.23,74.59,50.89,58.8,59.39,58.06,52.08
913,1940,266,Ossom's Eyrie Cave,2010,59,57,66,56,74,55,66,64,65,48,59,57,50,81.82,72.25,83.31,68.68,91.06,77.58,86.21,78.4,73.1,55.27,71.64,66.63,59.78
912,1950,266,Ossom's Eyrie Cave,2303,74,69,55,66,74,75,84,58,47,49,49,45,64,74.46,69.31,55.35,66.25,74.34,75.45,84.41,58.29,47.16,49.15,49.25,45.19,64.2
911,1958,266,Ossom's Eyrie Cave,2216,70,66,67,82,74,80,79,61,47,50,47,53,50,77.1,70.74,72.38,85.95,79.31,87.02,85.28,65.48,49.52,52.26,50.93,56.0,53.04
910,1967,266,Ossom's Eyrie Cave,1910,44,41,47,61,48,49,46,52,45,48,49,44,45,74.46,61.35,70.1,77.93,70.77,79.13,72.96,71.21,55.81,57.7,65.86,56.85,58.05
909,1977,266,Ossom's Eyrie Cave,2173,77,67,68,81,69,88,74,84,64,50,52,52,51,87.38,73.94,75.87,86.77,76.76,98.27,83.19,90.55,67.69,53.31,57.75,56.38,55.45
908,1986,266,Ossom's Eyrie Cave,1840,33,39,38,57,52,49,55,50,33,34,36,39,42,68.8,62.92,65.15,76.9,78.76,84.42,86.7,72.58,45.71,45.4,55.82,54.11,57.34
907,1944,266,Ossom's Eyrie Cave,2038,73,70,70,73,62,53,78,88,63,70,57,68,66,93.69,83.82,85.69,84.5,77.47,73.47,96.31,101.05,70.35,76.59,68.45,76.73,74.87
906,1953,266,Ossom's Eyrie Cave,2309,87,84,82,91,89,92,93,87,60,60,55,56,55,87.0,84.0,82.0,91.0,89.0,92.0,93.0,87.0,60.0,60.0,55.0,56.0,55.0
905,1961,266,Ossom's Eyrie Cave,2108,74,73,85,77,87,76,83,64,42,52,46,47,50,89.34,83.25,96.64,85.53,98.47,91.18,96.58,73.68,47.45,56.89,54.49,53.48,56.58
904,1972,266,Ossom's Eyrie Cave,2120,72,63,69,56,60,70,58,71,56,62,47,58,52,86.43,72.64,79.94,64.02,70.79,84.27,70.77,80.1,61.12,66.6,54.99,64.09,58.18
903,1980,266,Ossom's Eyrie Cave,1835,48,55,55,59,57,54,60,65,48,46,42,46,47,84.18,79.17,82.44,79.11,84.05,89.8,92.03,87.82,60.85,57.53,62.03,61.27,62.51
902,1947,266,Ossom's Eyrie Cave,1939,44,53,43,64,59,55,59,57,45,46,42,43,52,72.24,71.87,64.42,79.7,80.12,82.94,84.0,74.82,55.03,55.0,57.64,54.92,64.1
901,1957,266,Ossom's Eyrie Cave,1907,48,54,50,55,51,58,53,56,46,38,35,38,49,78.68,74.5,73.27,72.05,73.94,88.36,80.17,75.36,56.9,47.77,51.99,50.95,62.15
900,1964,266,Ossom's Eyrie Cave,2295,66,60,59,70,63,63,72,70,51,51,60,60,61,67.07,60.71,59.81,70.59,63.8,64.06,72.95,70.67,51.38,51.34,60.59,60.45,61.46
899,1976,266,Ossom's Eyrie Cave,1986,42,46,41,64,72,64,49,58,44,46,44,44,40,66.65,62.47,59.7,77.7,90.43,88.39,70.83,73.55,52.75,53.85,57.65,54.41,50.57
898,1984,266,Ossom's Eyrie Cave,2069,79,75,77,74,74,82,75,68,67,64,54,55,66,97.32,87.24,90.89,84.18,87.7,100.13,91.22,79.56,73.51,69.84,64.14,62.73,73.85
897,1943,266,Ossom's Eyrie Cave,2052,76,74,71,80,74,65,76,89,59,65,53,54,72,95.62,87.11,85.88,90.9,88.67,84.41,93.37,101.37,65.97,71.25,63.86,62.28,80.41
896,1952,266,Ossom's Eyrie Cave,2167,85,84,88,83,81,74,93,72,57,42,63,70,50,95.84,91.24,96.22,89.02,89.1,84.72,102.6,78.84,60.85,45.45,69.0,74.57,54.65
895,3047,266,Ossom's Eyrie Cave,1959,59,49,55,60,70,72,68,61,54,41,41,37,51,85.72,66.85,75.26,74.85,89.97,98.43,91.65,77.85,63.49,49.51,55.79,48.28,62.45
894,1960,266,Ossom's Eyrie Cave,1972,56,61,56,58,65,65,70,58,53,53,36,52,45,81.72,78.19,75.51,72.3,84.23,90.45,92.77,74.23,62.13,61.19,50.24,62.86,56.02
893,1969,266,Ossom's Eyrie Cave,1941,51,50,48,54,60,59,54,53,51,41,49,52,42,79.09,68.77,69.3,69.61,81.0,86.79,78.87,70.72,60.97,49.95,64.55,63.86,54.04
892,1979,266,Ossom's Eyrie Cave,1931,49,64,66,67,48,49,46,64,54,61,47,50,40,77.85,83.28,87.88,83.04,69.57,77.55,71.55,82.2,64.25,70.19,62.97,62.18,52.37
891,1946,266,Ossom's Eyrie Cave,1904,44,53,52,53,60,68,61,47,42,45,47,49,42,74.91,73.65,75.44,70.18,83.11,98.59,88.37,66.5,52.98,54.85,64.12,62.05,55.25
890,1955,266,Ossom's Eyrie Cave,2274,67,75,62,79,78,85,79,73,58,52,61,51,58,69.67,76.78,64.03,80.48,80.0,87.64,81.37,74.69,58.95,52.85,62.48,52.13,59.14
889,1963,266,Ossom's Eyrie Cave,2003,81,68,60,64,71,67,69,79,50,52,44,43,49,104.36,83.6,77.71,76.98,88.46,90.11,89.68,93.73,58.29,59.44,56.93,52.86,59.01
888,1974,266,Ossom's Eyrie Cave,1918,55,68,60,64,56,54,71,55,44,63,42,46,54,84.85,87.94,82.63,80.59,78.31,83.53,97.42,73.83,54.6,72.51,58.52,58.6,66.79
887,1982,266,Ossom's Eyrie Cave,1917,46,47,46,53,50,55,50,49,35,45,39,41,36,75.92,66.99,68.69,69.63,72.37,84.6,76.49,67.87,45.62,54.53,55.57,53.63,48.82
886,1942,266,Ossom's Eyrie Cave,2145,74,71,82,73,69,85,80,68,58,50,63,48,53,86.52,79.36,91.49,79.96,78.36,97.39,91.08,75.9,62.45,53.99,69.93,53.28,58.37
885,1951,266,Ossom's Eyrie Cave,1966,47,52,44,59,54,58,53,66,42,51,45,48,42,73.18,69.49,63.86,73.55,73.57,83.9,76.18,82.52,51.3,59.34,59.5,59.05,53.22
884,1959,266,Ossom's Eyrie Cave,2202,80,71,78,72,72,79,75,62,59,56,58,51,53,88.17,76.46,84.19,76.54,78.11,87.08,82.23,67.15,61.9,58.6,62.52,54.45,56.5
883,1968,266,Ossom's Eyrie Cave,1903,46,47,45,54,50,40,50,48,42,48,35,38,45,76.99,67.7,68.5,71.22,73.17,70.66,77.44,67.55,53.0,57.87,52.16,51.08,58.28
882,1978,266,Ossom's Eyrie Cave,2101,63,76,70,75,80,79,82,64,50,49,48,50,57,78.88,86.61,82.04,83.82,91.87,94.71,96.06,74.02,55.64,54.06,56.79,56.7,63.8
881,1945,266,Ossom's Eyrie Cave,2198,60,63,70,48,66,80,75,72,53,61,62,56,65,68.47,68.66,76.43,52.71,72.33,88.38,82.5,77.34,56.01,63.7,66.69,59.58,68.63
880,1954,266,Ossom's Eyrie Cave,2195,68,67,76,71,71,88,88,90,50,61,54,64,56,76.7,72.81,82.6,75.84,77.51,96.61,95.7,95.49,53.09,63.77,58.82,67.67,59.73
879,1962,266,Ossom's Eyrie Cave,2134,73,74,77,77,89,77,64,81,59,45,50,50,49,86.36,82.92,87.13,84.42,98.99,90.22,75.83,89.43,63.74,49.26,57.4,55.64,54.72
878,1973,266,Ossom's Eyrie Cave,2272,75,63,69,55,77,84,77,75,58,68,60,61,58,77.82,64.89,71.14,56.57,79.11,86.79,79.5,76.78,59.0,68.9,61.56,62.19,59.21
877,3688,808,Novonekrasovka upper,1864,41,49,54,54,46,37,45,56,54,56,51,50,64,62.15,67.07,68.39,59.97,62.59,57.39,58.89,69.42,62.09,54.14,67.66,58.98,57.29
