ID,ImageID,OTUID,Assemblage,CSize,B1a_raw,B2a_raw,B3a_raw,L1a_raw,L2a_raw,L3a_raw,L4a_raw,Pp_raw,B2p_raw,B3p_raw,L2p_raw,L3p_raw,L4p_raw,B1a_cor,B2a_cor,B3a_cor,L1a_cor,L2a_cor,L3a_cor,L4a_cor,Pp_cor,B2p_cor,B3p_cor,L2p_cor,L3p_cor,L4p_cor
645,4702,1034,Marie-Jeanne Cave 2,1998,75,65,59,71,78,75,80,70,45,45,42,52,41,79.97,67.93,62.14,75.64,83.06,78.55,83.59,72.66,46.85,47.1,44.06,56.34,44.31
644,4695,1034,Marie-Jeanne Cave 2,1906,62,75,72,62,64,75,70,61,48,44,46,38,48,78.7,84.84,82.53,77.58,81.01,86.92,82.06,69.95,54.22,51.04,52.91,52.56,59.11
643,4709,1034,Marie-Jeanne Cave 2,1926,74,72,66,64,76,65,72,53,46,40,49,52,47,88.15,80.34,74.92,77.2,90.41,75.1,82.22,60.58,51.27,45.96,54.85,64.34,56.42
642,4700,1034,Marie-Jeanne Cave 2,1968,66,59,63,76,72,78,70,56,46,42,61,54,52,74.8,64.18,68.55,84.2,80.96,84.28,76.35,60.71,49.28,45.71,64.64,61.67,57.85
641,4693,1034,Marie-Jeanne Cave 2,1899,66,65,66,66,64,67,70,61,40,42,41,44,43,83.59,75.36,77.09,82.41,81.91,79.56,82.7,70.43,46.55,49.42,48.28,59.34,54.71
640,4708,1034,Marie-Jeanne Cave 2,1910,57,51,55,59,58,56,57,51,53,49,36,44,46,73.19,60.54,65.21,74.1,74.49,67.56,68.69,59.68,59.03,55.82,42.7,58.12,56.77
639,4054,1009,Linares de Riofrio,2061,81,70,79,78,68,74,76,75,69,74,63,70,59,82.38,74.38,79.61,82.83,90.13,82.14,84.27,90.7,73.42,75.96,77.83,80.48,81.14
638,4042,1009,Linares de Riofrio,2508,78,70,74,85,94,80,88,93,74,74,70,86,72,78.04,70.11,74.02,85.13,94.58,80.21,88.22,93.41,74.12,74.05,70.39,86.27,72.58
637,4053,1009,Linares de Riofrio,2377,71,72,76,76,79,75,75,78,74,87,73,85,75,71.43,73.36,76.19,77.5,85.9,77.53,77.58,82.89,75.38,87.61,77.62,88.27,81.9
636,4056,1009,Linares de Riofrio,2472,72,63,70,80,78,81,83,86,76,79,78,88,83,72.14,63.46,70.06,80.51,80.31,81.85,83.86,87.64,76.46,79.21,79.55,89.1,85.32
635,4050,1009,Linares de Riofrio,2471,66,75,85,75,75,81,73,75,71,78,84,81,86,66.15,75.47,85.06,75.52,77.36,81.87,73.88,76.68,71.47,78.21,85.58,82.12,88.36
634,4055,1009,Linares de Riofrio,2520,93,84,77,89,96,83,87,93,70,78,80,74,76,93.0,84.0,77.0,89.0,96.0,83.0,87.0,93.0,70.0,78.0,80.0,74.0,76.0
633,4047,1009,Linares de Riofrio,2494,87,73,91,76,90,81,80,92,77,77,76,78,89,87.08,73.25,91.03,76.27,91.25,81.46,80.47,92.89,77.25,77.11,76.84,78.59,90.25
632,3512,982,Leninsky,2306,84,78,81,70,75,78,75,72,81,68,70,75,76,84.0,78.0,81.0,70.0,75.0,78.0,75.0,72.0,81.0,68.0,70.0,75.0,76.0
631,3497,982,Leninsky,2122,63,60,72,70,64,62,63,77,61,60,60,60,61,74.56,69.04,83.27,78.89,75.2,74.13,70.27,81.11,70.01,69.27,69.4,68.36,69.25
630,3508,982,Leninsky,1996,77,68,85,75,77,82,69,74,73,66,63,70,70,96.47,83.23,103.99,89.98,95.87,102.43,81.25,80.92,88.17,81.62,78.83,84.08,83.9
629,3516,982,Leninsky,2017,74,72,76,66,67,71,63,75,62,55,52,56,54,92.15,86.2,93.7,79.97,84.59,90.05,74.42,81.45,76.15,69.56,66.76,69.13,66.96
628,3503,982,Leninsky,1903,56,57,59,54,61,54,59,67,57,50,56,53,54,81.31,76.8,83.69,73.48,85.54,80.56,74.93,76.0,76.73,70.3,76.58,71.31,72.07
627,3511,982,Leninsky,1918,62,55,46,66,63,59,62,67,60,50,48,57,54,86.37,74.06,69.77,84.75,86.62,84.57,77.34,75.67,78.99,69.54,67.81,74.63,71.4
626,3489,982,Leninsky,1979,69,76,72,72,73,62,78,75,53,53,59,53,56,89.54,92.07,92.03,87.81,92.91,83.55,90.92,82.3,69.01,69.47,75.7,67.86,70.66
625,3507,982,Leninsky,2076,85,82,86,78,80,86,87,80,73,72,72,70,82,99.45,93.3,100.09,89.12,94.0,101.16,96.09,85.14,84.26,83.59,83.75,80.45,92.31
624,3514,982,Leninsky,2153,73,77,69,83,96,81,73,74,58,56,64,61,64,82.61,84.52,78.37,90.4,105.31,91.08,79.05,77.42,65.49,63.71,71.81,67.95,70.86
623,3502,982,Leninsky,1816,46,61,54,53,50,52,59,59,47,39,39,44,50,76.78,85.08,84.02,76.68,79.83,84.29,78.37,69.94,70.98,63.68,64.02,66.26,71.97
622,3510,982,Leninsky,2012,73,72,80,74,80,71,66,74,54,53,52,69,58,91.47,86.45,98.01,88.21,97.9,90.37,77.62,80.57,68.39,67.81,67.01,82.36,71.18
621,3520,982,Leninsky,2136,75,73,81,73,73,82,83,78,71,62,67,72,67,85.68,81.35,91.41,81.22,83.35,93.2,89.72,81.8,79.32,70.56,75.68,79.72,74.62
620,3488,982,Leninsky,2097,60,59,73,78,79,72,72,62,52,63,55,58,60,73.13,69.27,85.8,88.1,91.72,85.77,80.26,66.67,62.23,73.53,65.67,67.5,69.37
619,3505,982,Leninsky,2060,80,76,80,80,78,75,80,77,55,60,59,66,64,95.45,88.09,95.07,91.89,92.98,91.21,89.72,82.49,67.04,72.39,71.56,77.18,75.03
618,3513,982,Leninsky,2211,78,88,80,82,80,85,75,78,77,70,68,61,66,83.97,92.67,85.82,86.59,85.78,91.26,78.75,80.12,81.65,74.79,72.85,65.32,70.26
617,3500,982,Leninsky,2081,70,69,87,77,78,74,75,74,64,60,59,60,60,84.13,80.06,100.78,87.88,91.7,88.83,83.89,79.03,75.01,71.33,70.49,70.22,70.09
616,3509,982,Leninsky,2099,59,63,77,80,80,81,71,80,52,56,63,62,69,72.0,73.17,89.68,90.01,92.6,94.64,79.18,84.62,62.13,66.43,73.57,71.4,78.28
615,3517,982,Leninsky,1960,48,58,65,69,60,68,67,77,52,54,62,57,64,69.73,75.0,86.2,85.72,81.07,90.8,80.68,84.73,68.94,71.43,79.67,72.72,79.51
614,3487,982,Leninsky,2087,65,62,70,76,69,75,70,72,61,59,58,60,62,78.76,72.76,83.42,86.59,82.33,89.43,78.66,76.89,71.72,70.03,69.18,69.95,71.82
613,3504,982,Leninsky,2157,75,78,82,76,86,80,76,71,54,55,60,67,65,84.36,85.32,91.13,83.2,95.07,89.82,81.89,74.33,61.29,62.51,67.61,73.77,71.68
612,3146,828,Kuznetsovka Bed 3,1806,78,88,89,84,91,89,90,91,83,79,83,82,84,89.2,97.47,100.57,92.43,101.83,98.88,101.3,101.67,95.97,92.5,97.94,95.58,97.55
611,3112,828,Kuznetsovka Bed 3,1803,62,62,67,68,72,61,62,105,75,90,86,76,87,73.45,71.68,78.82,76.61,83.07,71.1,73.55,115.9,88.26,103.8,101.27,89.87,100.84
610,3076,828,Kuznetsovka Bed 3,1749,49,50,55,66,62,61,57,82,60,53,48,62,62,64.87,63.41,71.38,77.94,77.34,74.99,73.01,97.1,78.37,72.12,69.16,81.22,81.18
609,3119,828,Kuznetsovka Bed 3,1849,63,59,58,61,70,68,70,102,80,62,83,80,85,70.69,65.5,65.94,66.78,77.43,74.78,77.76,109.32,88.9,71.27,93.25,89.31,94.29
608,3085,828,Kuznetsovka Bed 3,1796,73,43,61,58,60,55,59,77,68,61,59,64,73,85.02,53.16,73.42,67.04,71.62,65.6,71.13,88.44,81.92,75.49,75.03,78.57,87.54
607,3127,828,Kuznetsovka Bed 3,1835,61,65,71,62,53,72,68,84,88,86,90,92,75,69.83,72.47,80.12,68.64,61.54,79.79,76.91,92.41,98.23,96.65,101.78,102.7,85.68
606,3092,828,Kuznetsovka Bed 3,1750,52,45,47,56,54,53,54,79,59,64,64,68,61,67.78,58.34,63.3,67.87,69.26,66.92,69.93,94.03,77.28,83.02,85.05,87.12,80.08
605,3054,828,Kuznetsovka Bed 3,1803,81,74,70,82,82,77,78,90,93,91,94,96,88,92.45,83.68,81.82,90.61,93.07,87.1,89.55,100.9,106.26,104.8,109.27,109.87,101.84
604,3135,828,Kuznetsovka Bed 3,1806,73,71,53,72,78,73,74,86,100,92,79,87,90,84.2,80.47,64.57,80.43,88.83,82.88,85.3,96.67,112.97,105.5,93.94,100.58,103.55
603,3100,828,Kuznetsovka Bed 3,1656,56,53,41,56,46,54,57,74,74,68,64,62,73,79.47,72.84,65.24,73.66,68.7,74.69,80.68,96.34,101.18,96.29,95.3,90.44,101.38
602,3063,828,Kuznetsovka Bed 3,1703,50,50,47,55,57,52,52,72,53,53,67,62,57,69.63,66.59,67.27,69.77,75.98,69.31,71.8,90.68,75.73,76.66,93.18,85.78,80.73
601,3142,828,Kuznetsovka Bed 3,1867,88,73,87,89,85,81,88,98,101,88,86,90,89,94.22,78.25,93.42,93.68,91.01,86.48,94.27,103.92,108.2,95.49,94.29,97.53,96.52
600,3107,828,Kuznetsovka Bed 3,1782,69,76,61,69,64,63,59,86,88,79,90,92,85,82.17,87.13,74.6,78.91,76.73,74.61,72.29,98.53,103.25,94.87,107.56,107.95,100.92
599,3071,828,Kuznetsovka Bed 3,1716,51,53,49,53,48,55,56,68,78,52,70,62,57,69.56,68.69,68.17,66.97,65.95,71.37,74.73,85.67,99.5,74.38,94.76,84.49,79.45
598,3115,828,Kuznetsovka Bed 3,1768,64,70,58,72,69,64,65,91,79,68,85,85,76,78.31,82.1,72.78,82.77,82.84,76.62,79.44,104.62,95.57,85.25,104.09,102.34,93.3
597,3081,828,Kuznetsovka Bed 3,1838,64,62,61,67,67,67,76,74,46,78,87,78,71,72.59,69.26,69.87,73.46,75.3,74.57,84.66,82.17,55.94,88.35,98.45,88.4,81.38
596,3122,828,Kuznetsovka Bed 3,1859,69,70,65,76,68,73,75,78,81,67,91,77,77,75.87,75.81,72.09,81.17,74.64,79.06,81.93,84.54,88.95,75.28,100.16,85.32,85.31
595,3088,828,Kuznetsovka Bed 3,1798,62,50,53,65,73,64,72,85,85,71,74,80,74,73.86,60.02,65.25,73.92,84.47,74.46,83.96,96.29,98.73,85.29,89.82,94.37,88.34
594,3049,828,Kuznetsovka Bed 3,1804,59,59,64,54,70,68,63,78,75,78,81,74,72,70.37,68.61,75.74,62.55,80.99,78.02,74.47,88.82,88.16,91.7,96.16,87.77,85.74
593,3131,828,Kuznetsovka Bed 3,1757,72,69,67,72,71,65,72,84,81,90,91,79,85,87.21,81.86,82.71,83.44,85.71,78.41,87.35,98.48,98.61,108.33,111.29,97.43,103.39
592,3096,828,Kuznetsovka Bed 3,1783,56,62,52,58,66,65,62,73,85,81,69,82,79,69.09,73.06,65.51,67.84,78.65,76.54,75.2,85.46,100.15,96.77,86.45,97.85,94.82
591,3057,828,Kuznetsovka Bed 3,1624,49,40,39,45,35,45,52,49,55,51,57,52,61,75.09,62.05,65.94,64.63,60.23,68.0,78.32,73.83,85.21,82.44,91.79,83.61,92.54
590,3138,828,Kuznetsovka Bed 3,1797,77,67,72,74,73,79,75,96,109,91,97,79,85,88.94,77.09,84.33,82.98,84.55,89.53,87.05,107.37,122.83,105.39,112.92,93.47,99.44
589,3103,828,Kuznetsovka Bed 3,1811,57,42,49,58,64,59,55,71,70,59,59,68,62,67.8,51.12,60.15,66.12,74.44,68.52,65.89,81.28,82.5,72.01,73.4,81.08,75.05
588,3067,828,Kuznetsovka Bed 3,1747,51,49,47,58,62,59,60,79,73,68,65,65,59,67.03,62.55,63.55,70.06,77.5,73.13,76.17,94.26,91.56,87.32,86.38,84.42,78.38
587,3145,828,Kuznetsovka Bed 3,1860,79,79,75,74,80,76,84,83,85,75,76,72,73,85.79,84.74,82.01,79.11,86.56,81.98,90.85,89.46,92.86,83.18,85.05,80.22,81.21
586,3110,828,Kuznetsovka Bed 3,1768,66,53,50,65,71,67,62,83,70,77,75,80,77,80.31,65.1,64.78,75.77,84.84,79.62,76.44,96.62,86.57,94.25,94.09,97.34,94.3
585,3075,828,Kuznetsovka Bed 3,1707,46,39,48,49,44,50,55,57,57,52,57,54,57,65.3,55.31,67.93,63.52,62.66,67.02,74.47,75.37,79.35,75.26,82.74,77.39,80.34
584,3118,828,Kuznetsovka Bed 3,1850,63,54,52,69,62,50,60,83,82,88,88,89,79,70.61,60.43,59.85,74.72,69.35,56.71,67.67,90.24,90.81,97.17,98.14,98.22,88.2
583,3084,828,Kuznetsovka Bed 3,1880,54,57,64,58,66,68,53,64,67,68,77,68,68,59.15,61.35,69.32,61.88,70.98,72.54,58.2,68.9,72.97,74.21,83.87,74.24,74.23
582,3126,828,Kuznetsovka Bed 3,1766,72,70,75,77,81,79,75,74,75,80,69,84,73,86.48,82.23,89.95,87.89,95.0,91.76,89.61,87.78,91.76,97.45,88.31,101.54,90.5
581,3091,828,Kuznetsovka Bed 3,1859,61,43,52,56,63,66,64,68,72,72,65,86,75,67.87,48.81,59.09,61.17,69.64,72.06,70.93,74.54,79.95,80.28,74.16,94.32,83.31
580,3053,828,Kuznetsovka Bed 3,1872,53,56,59,57,63,61,68,70,66,75,69,73,71,58.81,60.91,65.0,61.37,68.61,66.12,73.86,75.53,72.72,82.0,76.74,80.04,78.02
579,3134,828,Kuznetsovka Bed 3,1821,63,57,69,67,68,74,72,78,69,76,78,77,84,72.98,65.43,79.3,74.51,77.65,82.8,82.07,87.5,80.55,88.03,91.31,89.09,96.06
578,3099,828,Kuznetsovka Bed 3,1855,68,66,58,59,69,70,62,89,87,74,86,86,91,75.2,72.08,65.43,64.41,75.96,76.35,69.26,95.85,95.33,82.67,95.6,94.72,99.7
577,3061,828,Kuznetsovka Bed 3,1673,41,45,54,55,48,46,57,68,56,60,61,61,69,63.08,63.66,76.8,71.61,69.35,65.47,79.28,89.02,81.57,86.61,90.45,87.75,95.7
576,3141,828,Kuznetsovka Bed 3,1796,83,79,83,80,83,76,84,86,82,80,82,90,93,95.02,89.16,95.42,89.04,94.62,86.6,96.13,97.44,95.92,94.49,98.03,104.57,107.54
575,3106,828,Kuznetsovka Bed 3,1753,57,55,63,55,59,60,50,67,66,58,61,74,62,72.54,68.13,79.05,66.69,74.03,73.7,65.68,81.79,83.99,76.73,81.72,92.83,80.79
574,3070,828,Kuznetsovka Bed 3,1704,38,39,41,52,53,52,48,55,48,48,45,47,54,57.55,55.52,61.19,66.7,71.9,69.23,67.72,73.61,70.63,71.56,71.07,70.68,77.63
573,3148,828,Kuznetsovka Bed 3,1907,77,79,87,75,79,86,87,88,95,88,99,90,97,79.94,81.49,90.04,77.21,81.85,88.6,89.97,90.8,98.41,91.55,102.93,93.57,100.56
572,3114,828,Kuznetsovka Bed 3,1880,73,68,69,81,73,70,82,97,89,102,92,96,98,78.15,72.35,74.32,84.88,77.98,74.54,87.2,101.9,94.97,108.21,98.87,102.24,104.23
571,3078,828,Kuznetsovka Bed 3,1755,44,35,62,46,45,56,57,73,68,65,69,65,77,59.37,48.0,77.88,57.57,59.87,69.56,72.51,87.64,85.8,83.53,89.51,83.63,95.59
570,3121,828,Kuznetsovka Bed 3,1787,73,68,70,69,64,64,75,76,89,80,74,78,79,85.76,78.78,83.18,78.6,76.34,75.25,87.87,88.14,103.77,95.38,91.02,93.46,94.43
569,3087,828,Kuznetsovka Bed 3,1680,55,52,56,54,52,48,56,70,59,56,53,62,50,76.51,70.18,78.21,70.18,72.8,66.96,77.7,90.47,83.91,81.92,81.69,88.06,76.01
568,3130,828,Kuznetsovka Bed 3,1727,65,62,68,78,69,76,79,91,94,87,84,91,93,82.66,76.93,86.24,91.29,86.08,91.58,96.82,107.82,114.46,108.29,107.56,112.4,114.36
567,3095,828,Kuznetsovka Bed 3,1797,61,57,48,62,59,70,68,78,83,80,76,84,88,72.94,67.09,60.33,70.98,70.55,80.53,80.05,89.37,96.83,94.39,91.92,98.47,102.44
566,3056,828,Kuznetsovka Bed 3,1676,68,78,82,71,83,77,75,87,91,81,77,92,98,89.84,96.46,104.55,87.43,104.11,96.25,97.03,107.79,116.29,107.32,106.12,118.46,124.4
565,3137,828,Kuznetsovka Bed 3,1817,66,68,60,76,71,76,74,83,91,88,81,78,82,76.3,76.71,70.64,83.75,80.96,85.09,84.4,92.81,102.93,100.42,94.74,90.49,94.46
564,3102,828,Kuznetsovka Bed 3,1790,56,60,50,56,68,80,69,78,77,71,85,73,80,68.51,70.58,62.92,65.41,80.1,91.03,81.63,89.91,91.49,86.08,101.69,88.16,95.13
563,3066,828,Kuznetsovka Bed 3,1743,53,42,68,58,51,54,45,72,71,62,69,77,70,69.36,55.82,84.89,70.31,66.82,68.42,61.5,87.57,89.94,81.71,90.81,96.82,89.78
562,3144,828,Kuznetsovka Bed 3,1782,80,79,72,83,90,84,89,81,90,75,80,85,87,93.17,90.13,85.6,92.91,102.73,95.61,102.29,93.53,105.25,90.87,97.56,100.95,102.92
561,3109,828,Kuznetsovka Bed 3,1855,72,59,75,68,77,72,80,81,83,80,80,87,79,79.2,65.08,82.43,73.41,83.96,78.35,87.26,87.85,91.33,88.67,89.6,95.72,87.7
560,3074,828,Kuznetsovka Bed 3,1884,54,59,59,65,66,65,60,85,81,75,89,88,78,58.83,63.08,63.98,68.63,70.67,69.25,64.87,89.59,86.59,80.82,95.44,93.85,83.83
559,3117,828,Kuznetsovka Bed 3,1828,73,70,61,66,56,67,68,88,92,91,97,95,100,82.4,77.95,70.71,73.08,65.09,75.29,77.49,96.95,102.89,102.34,109.54,106.4,111.37
558,3083,828,Kuznetsovka Bed 3,1745,57,52,71,60,72,67,71,75,65,76,69,61,70,73.19,65.69,87.72,72.18,87.66,81.28,87.34,90.41,83.75,95.52,90.6,80.62,89.58
557,3124,828,Kuznetsovka Bed 3,1790,73,65,63,70,65,77,66,84,90,83,90,103,94,85.51,75.58,75.92,79.41,77.1,88.03,78.63,95.91,104.49,98.08,106.69,118.16,109.13
556,3090,828,Kuznetsovka Bed 3,1821,71,60,65,60,63,68,65,72,78,66,75,80,67,80.98,68.43,75.3,67.51,72.65,76.8,75.07,81.5,89.55,78.03,88.31,92.09,79.06
555,3052,828,Kuznetsovka Bed 3,1793,73,79,77,76,80,72,77,77,101,101,78,92,94,85.27,89.37,89.67,85.23,91.86,82.82,89.38,88.68,115.21,115.79,94.36,106.86,108.83
554,3133,828,Kuznetsovka Bed 3,1795,59,61,76,68,67,78,71,82,87,75,88,90,83,71.1,71.23,88.5,77.11,78.7,88.67,83.21,93.52,101.02,89.59,104.14,104.67,97.63
553,3098,828,Kuznetsovka Bed 3,1760,68,51,55,66,67,51,62,79,70,67,72,74,71,82.97,63.65,70.46,77.26,81.47,64.2,77.1,93.25,87.33,85.04,91.96,92.13,89.1
552,3060,828,Kuznetsovka Bed 3,1674,50,41,49,57,57,59,51,60,55,38,48,51,57,72.0,59.59,71.72,73.55,78.27,78.4,73.2,80.94,80.47,64.51,77.34,77.66,83.6
551,3140,828,Kuznetsovka Bed 3,1828,67,73,86,73,69,65,75,91,81,73,75,77,103,76.4,80.95,95.71,80.08,78.09,73.29,84.49,99.95,91.89,84.34,87.54,88.4,114.37
550,3105,828,Kuznetsovka Bed 3,1799,51,48,56,53,71,55,69,78,73,73,76,90,93,62.78,57.95,68.16,61.86,82.39,65.38,80.88,89.21,86.64,87.19,91.71,104.27,107.24
549,3069,828,Kuznetsovka Bed 3,1760,37,52,59,54,61,70,59,63,67,63,68,73,55,51.97,64.65,74.46,65.26,75.47,83.2,74.1,77.25,84.33,81.04,87.96,91.13,73.1
548,3147,828,Kuznetsovka Bed 3,1786,90,83,80,86,91,87,89,105,75,85,91,94,88,102.84,93.85,93.26,95.66,103.42,98.32,101.96,117.22,89.87,100.48,108.12,109.56,103.52
547,3113,828,Kuznetsovka Bed 3,1771,60,59,59,70,79,72,60,97,88,81,94,94,87,74.07,70.89,73.53,80.58,92.6,84.4,74.19,110.39,104.29,97.95,112.76,111.04,104.01
546,3077,828,Kuznetsovka Bed 3,1672,55,42,53,50,53,55,59,70,67,56,62,63,55,77.16,60.73,75.89,66.67,74.43,74.54,81.36,91.1,92.66,82.71,91.56,89.85,81.8
545,3120,828,Kuznetsovka Bed 3,1837,68,64,61,67,68,75,66,93,95,89,88,99,92,76.67,71.33,69.95,73.52,76.38,82.64,74.75,101.25,105.04,99.45,99.56,109.5,102.48
544,3086,828,Kuznetsovka Bed 3,1837,50,42,56,59,59,61,60,75,63,51,58,59,59,58.67,49.33,64.95,65.52,67.38,68.64,68.75,83.25,73.04,61.45,69.56,69.5,69.48
543,3128,828,Kuznetsovka Bed 3,1791,74,67,62,75,77,75,69,98,94,86,90,97,102,86.43,77.51,74.84,84.35,89.02,85.96,81.54,109.83,108.39,100.98,106.58,112.06,117.03
542,3093,828,Kuznetsovka Bed 3,1733,57,66,54,70,60,59,73,74,67,70,77,61,73,74.17,80.52,71.74,82.92,76.61,74.14,90.33,90.35,86.89,90.7,99.91,81.81,93.77
541,3055,828,Kuznetsovka Bed 3,1881,85,90,103,92,96,84,94,101,93,94,85,96,105,90.07,94.29,108.24,95.81,100.9,88.47,99.12,105.83,98.87,100.11,91.76,102.14,111.13
540,3136,828,Kuznetsovka Bed 3,1798,92,78,77,67,74,71,73,88,92,84,74,89,86,103.86,88.02,89.25,75.92,85.47,81.46,84.96,99.29,105.73,98.29,89.82,103.37,100.34
539,3101,828,Kuznetsovka Bed 3,1795,54,48,74,67,64,62,53,73,69,72,71,71,73,66.1,58.23,86.5,76.11,75.7,72.67,65.21,84.52,83.02,86.59,87.14,85.67,87.63
538,3065,828,Kuznetsovka Bed 3,1943,69,65,68,66,62,69,67,89,95,79,87,85,87,69.0,65.0,68.0,66.0,62.0,69.0,67.0,89.0,95.0,79.0,87.0,85.0,87.0
537,3143,828,Kuznetsovka Bed 3,1745,70,72,74,77,66,72,74,87,88,87,92,88,99,86.19,85.69,90.72,89.18,81.66,86.28,90.34,102.41,106.75,106.52,113.6,107.62,118.58
536,3108,828,Kuznetsovka Bed 3,1885,68,53,74,65,70,62,82,83,77,75,89,88,86,72.74,57.01,78.9,68.57,74.59,66.18,86.79,87.52,82.49,80.72,95.33,93.75,91.74
535,3073,828,Kuznetsovka Bed 3,1732,59,58,45,70,71,69,70,74,81,63,71,82,73,76.26,72.59,62.82,82.98,87.69,84.21,87.41,90.43,100.98,83.8,94.01,102.91,93.86
534,3116,828,Kuznetsovka Bed 3,1838,65,59,62,72,73,69,65,85,82,87,78,77,76,73.59,66.26,70.87,78.46,81.3,76.57,73.66,93.17,91.94,97.35,89.45,87.4,86.38
533,3082,828,Kuznetsovka Bed 3,1827,67,70,72,77,74,70,72,88,92,88,90,84,79,76.49,78.02,81.8,84.14,83.17,78.36,81.57,97.03,102.99,99.43,102.65,95.49,90.47
532,3123,828,Kuznetsovka Bed 3,1734,69,75,66,72,72,71,64,94,86,79,79,85,88,86.09,89.45,83.65,84.86,88.53,86.07,81.25,110.27,105.79,99.6,101.8,105.71,108.67
531,3089,828,Kuznetsovka Bed 3,1767,61,51,45,67,58,67,69,85,68,54,76,76,69,75.39,63.17,59.86,77.83,71.92,79.69,83.52,98.7,84.67,71.35,95.2,93.44,86.4
530,3051,828,Kuznetsovka Bed 3,1835,77,76,74,78,74,74,73,92,81,80,80,82,74,85.83,83.47,83.12,84.64,82.54,81.79,81.91,100.41,91.23,90.65,91.78,92.7,84.68
529,3132,828,Kuznetsovka Bed 3,1729,63,66,64,61,67,60,55,92,70,72,80,78,65,80.5,80.79,82.07,74.17,83.92,75.43,72.66,108.66,90.27,93.09,103.34,99.21,86.16
528,3097,828,Kuznetsovka Bed 3,1870,65,58,64,62,69,61,80,75,82,85,74,69,74,70.97,63.05,70.17,66.49,74.77,66.26,86.02,80.68,88.91,92.2,81.96,76.23,81.22
527,3058,828,Kuznetsovka Bed 3,1531,43,49,43,53,48,50,42,56,55,55,43,50,39,76.69,77.48,77.8,78.35,80.58,79.71,76.0,88.07,94.02,95.61,87.94,90.83,79.74
526,3139,828,Kuznetsovka Bed 3,1843,65,62,66,70,54,72,65,88,93,69,74,75,77,73.18,68.91,74.45,76.15,61.91,79.21,73.25,95.79,102.47,78.86,84.91,84.91,86.89
525,3104,828,Kuznetsovka Bed 3,1726,62,60,75,64,66,69,79,96,83,88,82,86,99,79.75,75.0,93.33,77.35,83.16,84.65,96.91,112.89,103.55,109.39,105.67,107.5,120.46
524,3068,828,Kuznetsovka Bed 3,1769,50,47,55,58,51,57,54,75,63,59,70,76,60,64.23,59.03,69.7,68.71,64.76,69.55,68.36,88.55,79.48,76.15,88.98,93.24,77.21
523,2927,10037,Kozi Grzbiet 2,1844,72,65,63,77,62,80,75,85,98,91,83,90,84,77.33,70.66,68.26,79.01,65.0,84.93,79.0,90.86,106.86,98.17,90.44,99.22,87.37
522,2941,10037,Kozi Grzbiet 2,1796,58,61,62,74,72,70,73,98,99,90,88,77,79,65.99,69.49,69.9,77.01,76.5,77.39,79.0,106.79,112.29,100.76,99.16,90.82,84.06
521,2961,10037,Kozi Grzbiet 2,1555,34,31,34,52,45,39,51,63,47,48,52,62,60,55.37,53.71,55.11,60.05,57.04,58.76,67.05,86.51,82.52,76.77,81.84,98.96,73.53
520,2974,10037,Kozi Grzbiet 2,1818,32,38,39,43,41,48,42,59,60,44,46,54,50,38.77,45.2,45.69,45.55,44.82,54.26,47.09,66.45,71.26,53.12,55.46,65.71,54.29
519,2982,10037,Kozi Grzbiet 2,1774,47,58,60,64,54,51,54,78,66,64,62,62,65,56.21,67.79,69.1,67.47,59.19,59.52,60.92,88.14,81.32,76.4,74.87,77.93,70.83
518,2932,10037,Kozi Grzbiet 2,1796,56,54,56,49,53,53,63,82,90,77,80,85,70,63.99,62.49,63.9,52.01,57.5,60.39,69.0,90.79,103.29,87.76,91.16,98.82,75.06
517,2955,10037,Kozi Grzbiet 2,1771,42,41,52,55,46,44,51,79,47,48,64,56,60,51.38,50.97,61.27,58.53,51.29,52.67,58.04,89.32,62.59,60.63,77.1,72.22,65.94
516,2970,10037,Kozi Grzbiet 2,1908,42,46,55,49,42,43,55,81,81,77,81,99,90,43.78,47.89,56.75,49.67,43.0,44.64,56.33,82.95,83.95,79.39,83.48,102.07,91.12
515,2977,10037,Kozi Grzbiet 2,1801,53,41,44,52,58,47,45,71,52,51,57,61,63,60.71,49.2,51.62,54.91,62.35,54.14,50.79,79.49,64.83,61.39,67.77,74.34,67.88
514,2923,10037,Kozi Grzbiet 2,1876,67,54,51,51,43,46,62,85,80,72,84,63,67,70.55,57.77,54.51,52.34,45.0,49.29,64.67,88.91,85.91,76.78,88.96,69.14,69.25
513,2940,10037,Kozi Grzbiet 2,1856,54,56,48,60,54,54,71,88,81,72,76,75,70,58.66,60.95,52.61,61.76,56.63,58.31,74.5,93.13,88.75,78.28,82.51,83.06,72.95
512,2959,10037,Kozi Grzbiet 2,1767,36,41,35,37,40,43,50,52,60,48,52,59,61,45.6,51.2,44.49,40.62,45.41,51.88,57.21,62.56,75.96,60.93,65.41,75.61,67.08
511,2973,10037,Kozi Grzbiet 2,1919,48,57,61,65,66,65,41,75,74,58,81,86,42,49.17,58.24,62.15,65.44,66.66,66.08,41.88,76.28,75.94,59.57,82.63,88.02,42.74
510,2981,10037,Kozi Grzbiet 2,1800,54,61,63,55,53,70,57,67,63,58,75,80,80,61.77,69.26,70.68,57.93,57.38,77.19,62.84,75.55,75.92,68.46,85.85,93.44,84.92
